Variable	varimp	gene
MLXIPL	1.44195961634512	CHIAP2
GTF2IRD1	0.732900186716368	CHIAP2
GTF2I	1.33674677713933	CHIAP2
GTF2IRD2	1.43909264649043	CHIAP2
GTF2IRD2B	0.928482437562554	CHIAP2
DMTF1	0.463794307849838	CHIAP2
ZNF804B	0.638600546587929	CHIAP2
MTERF1	0.621256519794557	CHIAP2
DLX6	0.947070484571578	CHIAP2
DLX5	0.495896658037209	CHIAP2
BHLHA15	0.803290455825692	CHIAP2
ZNF789	0.727462999716121	CHIAP2
ZNF394	0.641238401855277	CHIAP2
ZKSCAN5	0.579719744890885	CHIAP2
ZNF655	0.68750136998192	CHIAP2
ZSCAN25	1.77691320539234	CHIAP2
ZKSCAN1	0.652277643248134	CHIAP2
ZSCAN21	0.625359106847348	CHIAP2
ZNF3	0.754334679356489	CHIAP2
CUX1	0.68584607441087	CHIAP2
NFE4	0.858729682581794	CHIAP2
HBP1	1.00109103691729	CHIAP2
THAP5	0.603611401873748	CHIAP2
ZNF277	1.45847204336355	CHIAP2
FOXP2	0.882208188799797	CHIAP2
TFEC	0.629129933940841	CHIAP2
FEZF1	0.56534943258154	CHIAP2
ZNF800	0.811856494515749	CHIAP2
IRF5	0.68890300740837	CHIAP2
NRF1	0.536601311792461	CHIAP2
KLF14	0.666447348670115	CHIAP2
CHCHD3	0.814128838972967	CHIAP2
CREB3L2	0.680270471936966	CHIAP2
ZNF786	0.670908448668373	CHIAP2
ZNF425	0.978336138193407	CHIAP2
ZNF398	0.870765661779962	CHIAP2
ZNF282	0.680816791616261	CHIAP2
ZNF212	0.550643648281901	CHIAP2
ZNF783	0.798891650029698	CHIAP2
ZNF777	0.754045715347308	CHIAP2
ZNF746	0.650049674441617	CHIAP2
ZNF467	1.1071599549312	CHIAP2
REPIN1	0.888003314854233	CHIAP2
ZNF775	0.660778969115633	CHIAP2
GBX1	0.721942961012549	CHIAP2
EN2	0.638006547341199	CHIAP2
MNX1	0.268013452421806	CHIAP2
ZNF596	0.747032387716101	CHIAP2
SOX7	0.496377018245143	CHIAP2
GATA4	1.01241615845748	CHIAP2
EGR3	0.826511570171175	CHIAP2
NKX3_1	0.656976308278889	CHIAP2
EBF2	0.597644664375206	CHIAP2
ZNF395	0.985179854933767	CHIAP2
HMBOX1	0.652807351978639	CHIAP2
PURG	0.50583439155059	CHIAP2
ZNF703	1.04502445034935	CHIAP2
BRF2	0.599427700135347	CHIAP2
ZMAT4	0.881198563500977	CHIAP2
NKX6_3	0.644963347350506	CHIAP2
THAP1	0.684097188234179	CHIAP2
CEBPD	0.59899920559841	CHIAP2
SNAI2	1.19905987341771	CHIAP2
ST18	0.115233529801385	CHIAP2
SOX17	0.972277100848541	CHIAP2
PLAG1	0.333548698609318	CHIAP2
BHLHE22	1.18531908697386	CHIAP2
MYBL1	0.964116074079676	CHIAP2
TCF24	0.289464501535916	CHIAP2
NCOA2	0.561518874909423	CHIAP2
MSC	0.853100118267845	CHIAP2
TERF1	0.732253356096111	CHIAP2
HNF4G	0.690784075270007	CHIAP2
ZFHX4	0.659590736234136	CHIAP2
HEY1	3.49656977808374	CHIAP2
ZBTB10	0.718914189417352	CHIAP2
ZNF704	0.908130059845511	CHIAP2
E2F5	0.803148632463216	CHIAP2
MTERF3	0.754514716144546	CHIAP2
OSR2	0.902695105838488	CHIAP2
ZNF706	0.664174181131974	CHIAP2
GRHL2	0.588124499056329	CHIAP2
KLF10	0.310198566018253	CHIAP2
ZFPM2	0.797435278684898	CHIAP2
TRPS1	0.425575978253756	CHIAP2
ZHX2	0.872504913243254	CHIAP2
ZHX1	0.629026859974942	CHIAP2
ZNF572	0.88360091965494	CHIAP2
POU5F1B	0.778700379869391	CHIAP2
MYC	0.873875796218519	CHIAP2
ZFAT	0.717540800235698	CHIAP2
JRK	0.745354581098951	CHIAP2
ZFP41	0.665795183064454	CHIAP2
GLI4	0.605351261850416	CHIAP2
ZNF696	0.808997485358283	CHIAP2
MAFA	0.634240576553217	CHIAP2
TIGD5	0.789284383501843	CHIAP2
ZNF623	0.520007304888956	CHIAP2
ZNF707	1.21678423236969	CHIAP2
SCX	0.676595610600987	CHIAP2
HSF1	0.615627263883701	CHIAP2
SCRT1	0.624771105337262	CHIAP2
FOXH1	0.870573339725304	CHIAP2
ZNF251	0.693406956564246	CHIAP2
ZNF34	0.760034612689557	CHIAP2
ZNF517	0.653739490869902	CHIAP2
ZNF7	0.722229821050031	CHIAP2
ZNF250	0.566636139508525	CHIAP2
ZNF16	0.844230049571979	CHIAP2
FOXD4	0.481900331359164	CHIAP2
DMRT1	0.606785871726651	CHIAP2
DMRT3	0.846340808459079	CHIAP2
DMRT2	1.36508866571987	CHIAP2
RFX3	1.02900364150125	CHIAP2
GLIS3	0.663939182840058	CHIAP2
NFIB	0.791439064835246	CHIAP2
BNC2	0.641206710840908	CHIAP2
DMRTA1	0.628487032936137	CHIAP2
TOPORS	0.718955621932106	CHIAP2
NFX1	0.362657049253708	CHIAP2
ARID3C	0.675439061009711	CHIAP2
CREB3	0.524619156994939	CHIAP2
PAX5	0.798368426915259	CHIAP2
ZBTB5	0.509457333420366	CHIAP2
FOXD4L6	0.599883791194108	CHIAP2
FOXD4L5	0.748166141332325	CHIAP2
FOXD4L4	0.73538322056311	CHIAP2
ZNF658	0.626129253111909	CHIAP2
FOXD4L3	0.647300271170071	CHIAP2
KLF9	1.08971463477454	CHIAP2
RORB	2.14369009947443	CHIAP2
NFIL3	0.679367076268975	CHIAP2
ZNF484	0.805966129521995	CHIAP2
BARX1	0.643336335149651	CHIAP2
ZNF169	0.882992051992311	CHIAP2
ZNF367	0.643337190985481	CHIAP2
ZNF510	0.714048040580161	CHIAP2
ZNF782	0.661321488960628	CHIAP2
XPA	0.587554376338428	CHIAP2
FOXE1	0.570178097622475	CHIAP2
NR4A3	0.716915440384714	CHIAP2
MSANTD3	1.55996880401206	CHIAP2
ZNF189	0.736580918824353	CHIAP2
TAL2	0.710778646449494	CHIAP2
ZNF462	0.719393756315377	CHIAP2
KLF4	0.522490152648365	CHIAP2
ZNF483	0.728942193556832	CHIAP2
ZNF883	0.746316189221778	CHIAP2
ZFP37	0.819754397883783	CHIAP2
ZNF618	0.67065944983024	CHIAP2
AKNA	0.782473521546855	CHIAP2
PHF19	1.08184837816977	CHIAP2
LHX6	0.853880060966613	CHIAP2
ZBTB6	0.776500868607959	CHIAP2
ZBTB26	0.824296320767319	CHIAP2
LHX2	0.4998063311307	CHIAP2
NR5A1	0.806038318153439	CHIAP2
NR6A1	0.776121086471991	CHIAP2
PBX3	0.646469846509968	CHIAP2
LMX1B	0.473172757172134	CHIAP2
ZBTB43	0.697825545459989	CHIAP2
ZBTB34	0.334886574436902	CHIAP2
ZNF79	0.721359672336324	CHIAP2
NAIF1	0.550200392481645	CHIAP2
PRRX2	0.498017239600148	CHIAP2
PRDM12	1.01180957599551	CHIAP2
TTF1	0.582661409266411	CHIAP2
BARHL1	0.84759923448772	CHIAP2
GFI1B	0.837974490794664	CHIAP2
REXO4	0.696859586261059	CHIAP2
RXRA	0.744674624358426	CHIAP2
SOHLH1	0.690260546115024	CHIAP2
NACC2	0.667062684469889	CHIAP2
LHX3	0.688133275720211	CHIAP2
SNAPC4	0.717885186439006	CHIAP2
KLF6	0.519142549047751	CHIAP2
KIN	0.606519444893469	CHIAP2
GATA3	3.32614808994353	CHIAP2
PTF1A	0.643831234266485	CHIAP2
MKX	0.302486243361689	CHIAP2
ZNF438	0.594809731256181	CHIAP2
ZEB1	0.852124535329011	CHIAP2
CREM	0.802594659111813	CHIAP2
ZNF248	0.714910736153776	CHIAP2
ZNF25	0.751623683492523	CHIAP2
ZNF33A	0.723629419111817	CHIAP2
ZNF37A	0.644242288631201	CHIAP2
ZNF33B	0.677102718519894	CHIAP2
ZNF487	0.608335923249803	CHIAP2
ZNF239	0.704054350497743	CHIAP2
ZNF485	0.743637132032189	CHIAP2
ZNF32	1.14449233440499	CHIAP2
ZNF22	0.771466762494789	CHIAP2
ZNF488	0.812500173707225	CHIAP2
DRGX	0.427035013877375	CHIAP2
ARID5B	0.629516469659721	CHIAP2
ZNF365	1.08058523410152	CHIAP2
EGR2	2.96419647812169	CHIAP2
ATOH7	0.885626998690753	CHIAP2
TET1	1.02114934565321	CHIAP2
NEUROG3	0.558646727132176	CHIAP2
ZNF503	1.45081530278842	CHIAP2
HHEX	1.15016110217887	CHIAP2
ZNF518A	0.389999669469161	CHIAP2
LCOR	0.613437754766668	CHIAP2
NKX2_3	0.716463323365284	CHIAP2
PAX2	0.613624124798061	CHIAP2
TLX1	0.791939050246214	CHIAP2
LBX1	0.797646751934644	CHIAP2
PITX3	1.12019274472599	CHIAP2
NFKB2	0.631936920251868	CHIAP2
PCGF6	0.866370509062564	CHIAP2
MXI1	0.643945056379216	CHIAP2
TCF7L2	0.716145381123263	CHIAP2
VAX1	0.555446867698422	CHIAP2
EMX2	0.62644345848406	CHIAP2
IKZF5	0.509900148807965	CHIAP2
HMX3	0.626764671325758	CHIAP2
NKX1_2	0.51562463779418	CHIAP2
FOXI2	0.754126250667422	CHIAP2
EBF3	0.318335000429063	CHIAP2
NKX6_2	0.515603124786505	CHIAP2
VENTX	0.950181384961535	CHIAP2
ZNF511	0.74039402075362	CHIAP2
IRF7	0.671905489830987	CHIAP2
DEAF1	0.850223945176788	CHIAP2
ASCL2	0.639359014989293	CHIAP2
ZNF195	0.629592761272088	CHIAP2
ZNF215	0.494726006255933	CHIAP2
ZNF214	0.672242688249041	CHIAP2
ASCL3	0.679444567903356	CHIAP2
ZNF143	0.583873345210697	CHIAP2
ZBED5	0.722785978525318	CHIAP2
TEAD1	0.808732769819457	CHIAP2
ARNTL	0.540721480314628	CHIAP2
SOX6	0.704737399062662	CHIAP2
MYOD1	0.653930958725792	CHIAP2
E2F8	1.12786709684808	CHIAP2
PRMT3	0.714477543398875	CHIAP2
PAX6	0.470178727179998	CHIAP2
WT1	0.484977576506485	CHIAP2
ELF5	11.2576057164548	CHIAP2
EHF	4.92934873588326	CHIAP2
RAG1	0.789888457161594	CHIAP2
ALX4	0.623775031484687	CHIAP2
PHF21A	0.849968265391667	CHIAP2
CREB3L1	0.910391116523722	CHIAP2
ZNF408	0.76397227490993	CHIAP2
NR1H3	0.677586091419805	CHIAP2
SPI1	0.826452475099362	CHIAP2
ZFP91	0.714089050429843	CHIAP2
MYRF	0.990436865299409	CHIAP2
ZBTB3	0.62632598404644	CHIAP2
C11orf95	0.474032864894275	CHIAP2
ESRRA	0.784289639050865	CHIAP2
BATF2	1.03539507107386	CHIAP2
TIGD3	0.471814562382287	CHIAP2
RELA	0.651210311649184	CHIAP2
OVOL1	0.637149690205386	CHIAP2
FOSL1	0.585033326257817	CHIAP2
DRAP1	0.393210102004345	CHIAP2
NPAS4	0.556416368745103	CHIAP2
KDM2A	1.0225946233426	CHIAP2
TBX10	0.501426632396735	CHIAP2
ZNF705E	0.786317957330593	CHIAP2
PHOX2A	0.870341057349883	CHIAP2
THAP12	0.843269251145777	CHIAP2
CREBZF	0.779763160533551	CHIAP2
JRKL	1.03501682379446	CHIAP2
PGR	0.508020463660654	CHIAP2
MSANTD4	0.456860657948163	CHIAP2
POU2AF1	0.751702762499613	CHIAP2
ZBTB16	1.3348693169618	CHIAP2
KMT2A	0.787396643184004	CHIAP2
FOXR1	0.599703593978499	CHIAP2
HINFP	0.72614854462542	CHIAP2
POU2F3	7.54267471574524	CHIAP2
ZNF202	0.688768082539127	CHIAP2
PKNOX2	0.805639057023435	CHIAP2
ETS1	0.615230317859847	CHIAP2
FLI1	0.456932269139923	CHIAP2
BARX2	0.658894969839948	CHIAP2
PRDM10	0.37308915113497	CHIAP2
ZBTB44	0.757980750805187	CHIAP2
THYN1	0.402378677265349	CHIAP2
FOXM1	0.982970492257293	CHIAP2
TEAD4	0.906722856640729	CHIAP2
ZNF384	1.1415204954251	CHIAP2
NANOG	0.808405715973524	CHIAP2
FOXJ2	0.641025143751112	CHIAP2
ZNF705A	0.725633873001986	CHIAP2
YBX3	0.702007191335789	CHIAP2
ETV6	0.40943275238903	CHIAP2
CREBL2	0.602810688733134	CHIAP2
AEBP2	0.64447044589056	CHIAP2
SOX5	0.498461783782499	CHIAP2
BHLHE41	0.564998054902111	CHIAP2
ARNTL2	1.82662677509528	CHIAP2
DBX2	0.663877853321287	CHIAP2
ARID2	0.616416546352956	CHIAP2
VDR	1.67092903493149	CHIAP2
ZNF641	0.699754216576269	CHIAP2
ATF1	0.415454825395348	CHIAP2
CSRNP2	0.679535146657111	CHIAP2
TFCP2	0.589728382728984	CHIAP2
POU6F1	0.635344482694817	CHIAP2
NR4A1	0.990791932498448	CHIAP2
ZNF740	0.716191288933904	CHIAP2
RARG	0.529479572642172	CHIAP2
SP7	0.552120425865577	CHIAP2
SP1	0.645593778035978	CHIAP2
ATF7	0.722888657357452	CHIAP2
HOXC13	0.673124578161544	CHIAP2
HOXC12	0.781475895542661	CHIAP2
HOXC11	0.449285520299203	CHIAP2
HOXC10	0.551175000022137	CHIAP2
HOXC6	0.394244200474279	CHIAP2
HOXC9	0.640575661515747	CHIAP2
HOXC8	0.720243232294362	CHIAP2
HOXC5	0.434589192897194	CHIAP2
HOXC4	0.684026352900825	CHIAP2
NFE2	0.714763158234908	CHIAP2
ZNF385A	0.583534355559207	CHIAP2
NEUROD4	0.643016393195913	CHIAP2
IKZF4	0.657824047873625	CHIAP2
PA2G4	0.759780414504695	CHIAP2
STAT2	0.845734270699834	CHIAP2
BAZ2A	0.676173020433662	CHIAP2
ZBTB39	0.810986960276161	CHIAP2
STAT6	0.614524671971686	CHIAP2
GLI1	0.456227969388909	CHIAP2
DDIT3	0.469137466475426	CHIAP2
MBD6	0.80367184943259	CHIAP2
HMGA2	1.20127146500025	CHIAP2
MYRFL	0.259361081512667	CHIAP2
THAP2	0.645683499339799	CHIAP2
E2F7	0.491235816975608	CHIAP2
MYF6	0.839588693554294	CHIAP2
ALX1	0.652943612761008	CHIAP2
EEA1	0.819096014020365	CHIAP2
NR2C1	0.864246945965727	CHIAP2
ELK3	0.673068890180357	CHIAP2
NR1H4	0.928703072066977	CHIAP2
SPIC	0.541874934694779	CHIAP2
ASCL1	0.588445653978729	CHIAP2
NFYB	0.88657745111825	CHIAP2
RFX4	0.879973293022392	CHIAP2
MTERF2	0.713652775364909	CHIAP2
PRDM4	0.575718745086986	CHIAP2
ASCL4	0.804359487804366	CHIAP2
FOXN4	0.615241491934091	CHIAP2
CUX2	0.66904844682984	CHIAP2
TRAFD1	0.548617017797326	CHIAP2
LHX5	0.516552264956291	CHIAP2
TBX5	0.944281612844359	CHIAP2
TBX3	0.754768502019575	CHIAP2
HNF1A	0.965189889643581	CHIAP2
KDM2B	0.515106921140316	CHIAP2
MLXIP	0.498567952755535	CHIAP2
ZNF664	0.87461486853823	CHIAP2
ZNF605	0.615795037848586	CHIAP2
ZNF26	0.625802768224578	CHIAP2
ZNF84	0.557390409506908	CHIAP2
ZNF140	0.731977870032452	CHIAP2
ZNF891	0.522671436324506	CHIAP2
ZNF10	0.908459220120866	CHIAP2
ZNF268	0.726339759536934	CHIAP2
ANHX	0.72551579178575	CHIAP2
GTF3A	0.809454160734413	CHIAP2
CDX2	0.678092031409068	CHIAP2
SOHLH2	0.539870979133984	CHIAP2
SMAD9	0.729566587268554	CHIAP2
FOXO1	0.375274003863828	CHIAP2
ELF1	0.710646469071389	CHIAP2
TSC22D1	0.901021906273067	CHIAP2
SETDB2	0.727490771220087	CHIAP2
DACH1	0.789206713316298	CHIAP2
KLF5	0.927716791082729	CHIAP2
KLF12	0.672018869220033	CHIAP2
POU4F1	1.09703702207333	CHIAP2
SOX21	0.506510864942125	CHIAP2
DZIP1	0.847553653686539	CHIAP2
MBNL2	0.655106232587795	CHIAP2
ZIC5	0.717956569949024	CHIAP2
ZIC2	0.885958299180264	CHIAP2
SOX1	0.633520384664468	CHIAP2
TFDP1	0.567248451076537	CHIAP2
CHAMP1	0.527157324108947	CHIAP2
ZNF219	0.630727245253409	CHIAP2
SALL2	0.879218121029646	CHIAP2
CEBPE	1.01524435220729	CHIAP2
HOMEZ	0.816489107395764	CHIAP2
ZFHX2	0.838825006587257	CHIAP2
NRL	0.614381325626935	CHIAP2
IRF9	1.41400422347993	CHIAP2
NFATC4	0.626534884643408	CHIAP2
FOXG1	0.618978749973295	CHIAP2
NPAS3	0.834594489502601	CHIAP2
INSM2	0.633889414782164	CHIAP2
NKX2_1	100	CHIAP2
NKX2_8	0.94759041065145	CHIAP2
PAX9	0.947075362307535	CHIAP2
FOXA1	0.867456508118187	CHIAP2
TBPL2	0.574863731244186	CHIAP2
OTX2	0.596429240184544	CHIAP2
SIX6	0.554244707281387	CHIAP2
SIX1	1.06251047674998	CHIAP2
SIX4	1.03214769634379	CHIAP2
HIF1A	2.1591216361945	CHIAP2
ESR2	0.862717049904507	CHIAP2
ZBTB25	0.617387800361608	CHIAP2
ZBTB1	0.652074235635189	CHIAP2
MAX	0.705948532534372	CHIAP2
DPF3	0.789645550703113	CHIAP2
ZNF410	0.631793394567272	CHIAP2
VSX2	0.737389485509035	CHIAP2
PROX2	0.803062061607733	CHIAP2
FOS	0.304368287022694	CHIAP2
JDP2	0.867105681036193	CHIAP2
BATF	0.573853448196235	CHIAP2
ESRRB	0.963725539325485	CHIAP2
FOXN3	0.799402920034921	CHIAP2
GSC	0.736202238095135	CHIAP2
BCL11B	0.809281318251698	CHIAP2
YY1	0.758843917219779	CHIAP2
ZBTB42	0.650570981745203	CHIAP2
KLF13	0.657654636822998	CHIAP2
ZNF770	0.77745703925661	CHIAP2
NANOGP8	0.946741479639699	CHIAP2
MEIS2	0.440905604024714	CHIAP2
MGA	0.899786612481695	CHIAP2
ZSCAN29	0.425182913081556	CHIAP2
ONECUT1	0.676166142545407	CHIAP2
RFX7	0.599197186920648	CHIAP2
ZNF280D	0.618014525800713	CHIAP2
TCF12	0.615671009844168	CHIAP2
FOXB1	0.676668708998359	CHIAP2
RORA	0.67346420168078	CHIAP2
ZNF609	0.560367048992855	CHIAP2
SNAPC5	0.646492509007477	CHIAP2
SMAD3	0.743219310114438	CHIAP2
SKOR1	0.407440658472056	CHIAP2
THAP10	0.698796991214045	CHIAP2
NR2E3	1.2169633765897	CHIAP2
ARID3B	0.728119896155639	CHIAP2
ISL2	0.0739901027001401	CHIAP2
HMG20A	0.636482422580449	CHIAP2
ARNT2	1.41376548692833	CHIAP2
CPEB1	0.596252211720869	CHIAP2
BNC1	0.693072204248119	CHIAP2
ZSCAN2	1.05519532525318	CHIAP2
ZNF592	0.526263944270896	CHIAP2
MESP1	1.32602568308347	CHIAP2
MESP2	0.804609770597328	CHIAP2
ZNF710	1.89923825019559	CHIAP2
ZNF774	0.760407741041476	CHIAP2
NR2F2	2.30169144093231	CHIAP2
MEF2A	0.82552255719463	CHIAP2
SOX8	0.639152877433954	CHIAP2
ZNF598	0.537586272959763	CHIAP2
E4F1	0.863736834270517	CHIAP2
FLYWCH1	1.05905714388126	CHIAP2
ZSCAN10	0.562261647000275	CHIAP2
ZNF205	0.736358034866688	CHIAP2
ZNF213	0.756938696582034	CHIAP2
ZNF200	0.683241034358135	CHIAP2
ZNF263	0.58772683396804	CHIAP2
TIGD7	1.12119740236166	CHIAP2
ZNF75A	0.668188089081018	CHIAP2
ZSCAN32	0.536383142331407	CHIAP2
ZNF174	0.520788060340976	CHIAP2
ZNF597	0.520140360642594	CHIAP2
TFAP4	0.687747594777643	CHIAP2
GLIS2	0.647155170092783	CHIAP2
ZNF500	0.58363413252273	CHIAP2
GLYR1	1.12752631205392	CHIAP2
ZKSCAN2	0.674754993407741	CHIAP2
MAZ	0.723211413439855	CHIAP2
TBX6	1.0871800191704	CHIAP2
ZNF48	0.785712344606592	CHIAP2
ZNF771	0.608085212652648	CHIAP2
ZNF768	0.512295964893439	CHIAP2
ZNF747	0.654332218023261	CHIAP2
ZNF764	0.663720176987617	CHIAP2
ZNF688	0.704320684435751	CHIAP2
ZNF785	0.739575972112103	CHIAP2
ZNF689	0.771007694475277	CHIAP2
SRCAP	0.540258414310251	CHIAP2
ZNF629	0.669680657034199	CHIAP2
FBXL19	0.725216228830059	CHIAP2
ZNF668	0.657702515727415	CHIAP2
ZNF646	0.652376659688032	CHIAP2
ZNF843	2.2865459830399	CHIAP2
ZNF267	0.791800908303392	CHIAP2
ZNF423	0.650621327152896	CHIAP2
SALL1	0.459422350683323	CHIAP2
IRX3	21.0411077874767	CHIAP2
IRX5	8.39118555965325	CHIAP2
IRX6	11.3049111792597	CHIAP2
ZNF319	0.780291982441214	CHIAP2
TERB1	0.660887970017203	CHIAP2
HSF4	0.624756029766305	CHIAP2
E2F4	0.715370184270336	CHIAP2
CTCF	0.605598138901085	CHIAP2
CENPT	0.753549877865896	CHIAP2
THAP11	0.588809503706976	CHIAP2
NFATC3	0.475240858011549	CHIAP2
ZFP90	0.732970527898338	CHIAP2
TERF2	0.666932269563994	CHIAP2
NFAT5	0.607198487036817	CHIAP2
ZNF23	1.4003699018648	CHIAP2
ZNF19	1.21818066679698	CHIAP2
ZNF821	1.13703799571739	CHIAP2
ZFHX3	0.854188243614191	CHIAP2
ZFP1	0.75636793031419	CHIAP2
MAF	0.57500271640339	CHIAP2
ATMIN	0.723247287767516	CHIAP2
IRF8	0.929185532312455	CHIAP2
FOXF1	0.691247071428419	CHIAP2
FOXC2	0.570891787042433	CHIAP2
FOXL1	0.585370394142784	CHIAP2
ZNF469	0.743136180183942	CHIAP2
ZFPM1	0.404171732394753	CHIAP2
SNAI3	0.66442931860515	CHIAP2
ZNF778	0.52169679061996	CHIAP2
ZNF276	0.502255186086331	CHIAP2
CENPBD1	0.421174140019021	CHIAP2
BHLHA9	0.554929326030873	CHIAP2
HIC1	0.437824973087109	CHIAP2
SGSM2	0.823598553054628	CHIAP2
MNT	0.649088366965611	CHIAP2
CAMTA2	1.31284881139508	CHIAP2
ZFP3	0.883150018585462	CHIAP2
ZNF232	0.530105049635285	CHIAP2
ZNF594	0.52579264077877	CHIAP2
BCL6B	0.943221202951106	CHIAP2
YBX2	0.559062117060924	CHIAP2
ZBTB4	0.7449516547978	CHIAP2
SOX15	0.774057153799723	CHIAP2
TP53	1.21294152563637	CHIAP2
HES7	1.03396823948318	CHIAP2
ZNF18	0.617413196084892	CHIAP2
ZNF286A	0.705437800995364	CHIAP2
ZNF287	0.616623837811684	CHIAP2
ZNF624	0.261766520578771	CHIAP2
SREBF1	0.603450662225814	CHIAP2
ZNF286B	0.581221998663322	CHIAP2
SEBOX	0.603812333863101	CHIAP2
FOXN1	0.430420833619956	CHIAP2
ZNF207	0.43142466457956	CHIAP2
ZNF830	0.789459583689265	CHIAP2
LHX1	0.791416221719592	CHIAP2
HNF1B	0.727684325781207	CHIAP2
PCGF2	0.684722262987164	CHIAP2
NEUROD2	0.57776053233504	CHIAP2
IKZF3	0.53073771634656	CHIAP2
THRA	0.572394113876963	CHIAP2
NR1D1	0.732107302422618	CHIAP2
RARA	0.866769959586716	CHIAP2
ZNF385C	0.757650807595219	CHIAP2
STAT5B	1.19891922363819	CHIAP2
STAT5A	0.377934663139498	CHIAP2
STAT3	1.31646757871979	CHIAP2
MLX	0.650946045402623	CHIAP2
ETV4	0.874826623752657	CHIAP2
MEOX1	0.662881803686058	CHIAP2
TBX21	0.64440535726705	CHIAP2
SP6	0.413284395266823	CHIAP2
SP2	0.410682186257757	CHIAP2
NFE2L1	0.759717168334004	CHIAP2
HOXB1	0.872013097912669	CHIAP2
HOXB2	0.974587494620299	CHIAP2
HOXB3	0.515498153151319	CHIAP2
HOXB4	0.825372733620799	CHIAP2
HOXB5	1.03102979935956	CHIAP2
HOXB6	0.803596761593354	CHIAP2
HOXB7	0.675782055771762	CHIAP2
HOXB8	0.541987359178273	CHIAP2
HOXB9	0.522475911942665	CHIAP2
HOXB13	0.55196763250351	CHIAP2
ZNF652	0.478624905068457	CHIAP2
KAT7	0.583574966244061	CHIAP2
DLX4	1.15247425616304	CHIAP2
DLX3	0.705627272303129	CHIAP2
NME2	2.26514479914914	CHIAP2
HLF	15.3913523004433	CHIAP2
VEZF1	0.66600415643098	CHIAP2
HSF5	1.1309234531107	CHIAP2
TBX2	0.997197216172296	CHIAP2
TBX4	1.78500430747021	CHIAP2
BPTF	0.46643733384019	CHIAP2
SOX9	0.620948824814618	CHIAP2
FOXJ1	0.698722627273593	CHIAP2
CBX2	0.810287722436598	CHIAP2
MAFG	0.920665369532223	CHIAP2
CENPX	0.894275291880033	CHIAP2
FOXK2	0.786155806466648	CHIAP2
ZNF750	10.3261734674911	CHIAP2
TGIF1	0.546060589228066	CHIAP2
ZBTB14	0.584169530198971	CHIAP2
L3MBTL4	1.54425640571	CHIAP2
ZNF519	0.815713467994215	CHIAP2
GATA6	0.806484234881958	CHIAP2
ZNF521	0.603124941912172	CHIAP2
ZNF397	0.630971373721674	CHIAP2
ZSCAN30	0.847237542748938	CHIAP2
ZNF24	0.583736520123505	CHIAP2
ZNF396	0.64001479423858	CHIAP2
SETBP1	0.756267350883904	CHIAP2
ZBTB7C	0.918885653947858	CHIAP2
MBD1	0.687135164158304	CHIAP2
CXXC1	0.506007881408502	CHIAP2
SMAD4	0.611300192957175	CHIAP2
MBD2	0.292512213572862	CHIAP2
TCF4	0.995153682392477	CHIAP2
ONECUT2	0.668770025578499	CHIAP2
ZNF532	1.50304392505865	CHIAP2
RAX	0.467836406048432	CHIAP2
ZNF407	0.652222494611016	CHIAP2
TSHZ1	0.789982164299004	CHIAP2
ZNF516	0.783078242145106	CHIAP2
ZNF236	0.897921927677024	CHIAP2
SALL3	0.667489890549898	CHIAP2
NFATC1	0.726466632023213	CHIAP2
ADNP2	0.45546486497107	CHIAP2
ARID3A	0.814814601376906	CHIAP2
MBD3	0.661279820208341	CHIAP2
TCF3	1.02637270541691	CHIAP2
ONECUT3	0.465260980547786	CHIAP2
KLF16	0.68925341985901	CHIAP2
DOT1L	0.925542504896963	CHIAP2
ZNF554	0.82881346595676	CHIAP2
ZNF555	0.588384430450862	CHIAP2
ZNF556	1.0284201111353	CHIAP2
ZNF57	0.411246788890453	CHIAP2
ZNF77	0.784910705842787	CHIAP2
NFIC	0.485801285907531	CHIAP2
HMG20B	0.994071698476812	CHIAP2
RAX2	0.668440204539432	CHIAP2
ZBTB7A	0.815463415008896	CHIAP2
CREB3L3	0.758973586919811	CHIAP2
SAFB2	0.811575355407364	CHIAP2
SAFB	0.631296111436813	CHIAP2
RFX2	0.306562294653085	CHIAP2
ZNF557	1.11011897671483	CHIAP2
ZNF358	0.393224680652707	CHIAP2
SNAPC2	0.550235110735448	CHIAP2
ZNF414	0.653903160577252	CHIAP2
ZNF558	0.57404569813099	CHIAP2
ZNF317	0.626108260127916	CHIAP2
ZNF699	0.704780018774307	CHIAP2
ZNF559	0.674185591725612	CHIAP2
ZNF177	0.918777306058576	CHIAP2
ZNF266	0.943569301531582	CHIAP2
ZNF560	0.818390120118323	CHIAP2
ZNF426	0.651987400874747	CHIAP2
ZNF121	0.868426376198095	CHIAP2
ZNF561	0.488074128289799	CHIAP2
ZNF562	0.683995125324399	CHIAP2
ZNF846	0.518469831997423	CHIAP2
PIN1	0.676812273193638	CHIAP2
DNMT1	0.638643659077012	CHIAP2
ZGLP1	0.38340201082368	CHIAP2
ZNF653	0.477625487175376	CHIAP2
ZNF627	0.608586828040722	CHIAP2
ZNF823	0.652744063007582	CHIAP2
ZNF441	0.76894579144737	CHIAP2
ZNF491	0.895451830945598	CHIAP2
ZNF440	0.573525185730449	CHIAP2
ZNF439	0.616401695898451	CHIAP2
ZNF69	1.09220346332654	CHIAP2
ZNF700	0.63081877475679	CHIAP2
